epoch,loss,train_accuracy,validation_accuracy
0,2.1594308873941404,0.19697777777777778,0.1914
10,2.065463907691692,0.3203111111111111,0.3176
20,1.9939004709786585,0.3088666666666667,0.305
29,2.1683139273342324,0.2657111111111111,0.2536
