epoch,loss,train_accuracy,validation_accuracy
0,2.9873074585559505,0.27182222222222224,0.2664
10,2.043610944364612,0.38482222222222223,0.3726
20,1.8149757730815685,0.4061111111111111,0.3878
30,1.7802803087840084,0.41384444444444446,0.4008
40,1.8045472010115637,0.41917777777777776,0.4086
50,1.645955567071619,0.4305555555555556,0.418
59,1.7638698436537303,0.43475555555555556,0.4186
